epoch,train_loss,val_loss
1,0.1728586204505215,0.019005763833411037
2,0.011405911424662917,0.007318724924698472
3,0.005151540134102106,0.005437365313991904
4,0.0036044104296403625,0.005019107973203063
5,0.0034090564489209405,0.0037497971206903458
6,0.0022313017737663663,0.003617626812774688
7,0.0021840802665489415,0.003044814057648182
8,0.0015302094000314052,0.0024744174384977668
9,0.0014028976681098964,0.002439789543859661
10,0.0012266759212555675,0.0028368341969326138
11,0.0009396745517733507,0.0017629536770982668
12,0.0009868039123830386,0.0016736044315621256
13,0.000583428126265062,0.001298988911730703
14,0.0005721422009325275,0.0012022017515846528
15,0.00044811785604300286,0.0011988841637503357
16,0.0005101753728619466,0.001126566791208461
17,0.0004470399351703236,0.0008794021778157912
18,0.0004422680684607864,0.0008170315035386011
19,0.00034210002607627153,0.0008428768123849295
20,0.00030835184273504034,0.0007963824114995077
21,0.0003437862976473601,0.0016654306091368198
22,0.00042001425002429946,0.0008891684818081557
23,0.00039574464753968643,0.0006486743324785494
24,0.0002741545766184572,0.0008283937728265301
25,0.00040534445288358255,0.0005777797945484053
26,0.0001892335242397773,0.0005295974580803886
27,0.00017349076697428245,0.0005117373810207936
28,0.0003452707681087001,0.0008821390016237274
29,0.0002271813233771051,0.000617527321446687
30,0.00025108487182781876,0.0004929233313305303
31,0.00018824169079986557,0.0007326557650230825
32,0.00046271161821399197,0.0007386638259049505
33,0.0001919562955663423,0.00044933695608051494
34,0.00016864967904742418,0.0003411782396142371
35,0.00017376551028670898,0.0005719335720641538
36,0.0001513980504872355,0.0004555528750643134
37,0.00013607536911877104,0.00045262667699716983
38,0.00011926529526438875,0.0003355407214257866
39,0.0001175695158963208,0.00024162780082406243
40,0.00017177776353491936,0.00039166429196484386
41,0.00012216104890588514,0.0003570177563233301
42,0.0001671341156300817,0.00020499350139289164
43,9.873611494792082e-05,0.00023594170706928708
44,9.14707423968745e-05,0.00032049764631665313
45,9.656864998153954e-05,0.00021473692249855957
46,8.53356620912867e-05,0.00017910512742673744
47,9.952493698316782e-05,0.00019159654730174224
48,9.505938681589518e-05,0.00018243362428620457
49,8.869947866211685e-05,0.00018484319352864986
50,6.59581442050694e-05,0.00016685973823769019
51,8.192856948880944e-05,0.00022486898669740185
52,8.005494476795624e-05,0.00014992790056567173
53,0.00014370274235867933,0.0005155349965207279
54,0.0004896426098033164,0.0005980846064630896
55,0.0001270419583306648,0.00017427361199224834
56,0.00010625910802749179,0.0001361693321086932
57,7.777882910886547e-05,0.0001337154368229676
58,5.146724051883211e-05,0.00019097042932116892
59,4.910935610193216e-05,0.00012099029881937896
