epoch,train_loss,val_loss
1,0.5129673308382432,0.17883384823799134
2,0.07658038741598526,0.025657762587070466
3,0.011396712103548149,0.0033570710569620133
4,0.002017506307068591,0.002389511885121465
5,0.001450744092774888,0.0005873398738913238
6,0.0008088255029482146,0.0004898783459793776
7,0.0004741096607176587,0.0004946130269672721
8,0.0004011805542783501,0.00023957718804012984
9,0.00023681866926684355,0.000167276656429749
10,0.00021076205666759051,0.00014069989265408367
11,0.00012959159842769927,0.00013595048076240346
12,0.00010512910715381925,7.52697633288335e-05
13,8.500175329875978e-05,8.289107645396144e-05
14,6.657143470268541e-05,8.8108770432882e-05
15,9.794061746409473e-05,0.000120352472004015
16,0.00010106125773745589,3.9031191045069134e-05
17,6.786803805880481e-05,3.856926050502807e-05
18,6.741446292532297e-05,5.365612669265829e-05
19,9.161237673348903e-05,4.989026492694393e-05
20,0.00021065724825651463,0.00023540754336863755
21,7.24083233459775e-05,3.8528502045664936e-05
22,3.561744263909835e-05,3.389058401808143e-05
23,3.608972771568612e-05,5.251481161394622e-05
24,0.0001275411343764669,9.003219456644729e-05
25,0.0002074227882985724,0.0005329544248525054
26,0.00030182516711647623,4.515969521889929e-05
27,0.00015725465624806626,0.00033700708299875257
28,0.00010864807954931166,0.0003757085825782269
29,0.0010175427598975754,0.00019688744796440006
30,0.0007309772794542368,0.00015497195126954467
31,0.00018208055783664652,0.00012207091494929046
32,7.795011921795473e-05,0.00026584117440506814
33,0.0003114844935529012,0.00079586481442675
34,0.0007050691110634943,0.0016236260300502181
35,0.002323979359061923,0.00046027526550460605
36,0.0012772567133652046,0.0010987850837409496
37,0.0003175182511768071,8.965225133579224e-05
38,0.00018464721069904043,0.00018195275333710015
39,5.474314736299372e-05,4.709408749477006e-05
40,8.295472944155335e-05,0.00015652711736038327
41,0.00010905313732412954,0.00022515713062603026
42,0.0005694635618662384,0.0010112289106473326
43,0.0024464404060078474,0.005140032712370157
44,0.001935346675357626,0.0011299746809527278
45,0.001427305138107234,0.0005072852014563978
46,0.00029780511467834,8.979634803836234e-05
